X,Date,Feature_Name,Animal.Equivalent.Grazing.Days,AACO_ID,Property_Name,Feature_Type,Area_Ha,AEGD_p_Ha
691,2013-02-15,No 35,21171.8099163529,ANTPDK0051,Anthony Lagoon,Paddock,7200.66,2.9402596312494826
692,2013-02-15,Nobles,34675.8313106332,ANTPDK0065,Anthony Lagoon,Paddock,25323.51,1.3693137843305767
694,2013-02-15,Peters,17681.468222838,ANTPDK0066,Anthony Lagoon,Paddock,9031.4,1.9577771134971325
695,2013-02-15,R & D 2,4318.96523697951,EVAPDK0048,Eva Downs,NA,NA,NA
696,2013-02-15,R & D 3,5703.87560062535,EVAPDK0049,Eva Downs,NA,NA,NA
697,2013-02-15,R & D 4,5636.65119352198,EVAPDK0050,Eva Downs,NA,NA,NA
698,2013-02-15,R & D 5,12845.6130404221,EVAPDK0052,Eva Downs,NA,NA,NA
699,2013-02-15,R & D 6,1043.63138890539,EVAPDK0054,Eva Downs,NA,NA,NA
700,2013-02-15,R & D 7,13540.1195456935,EVAPDK0055,Eva Downs,NA,NA,NA
701,2013-02-15,R & D 8,724.754027244626,EVAPDK0056,Eva Downs,NA,NA,NA
703,2013-02-15,Surveyor,17146.0139019024,EVAPDK0065,Eva Downs,NA,NA,NA
705,2013-02-15,Tims,33773.5363648028,EVAPDK0070,Eva Downs,NA,NA,NA
706,2013-02-15,West Shannon,13072.9617631423,ANTPDK0075,Anthony Lagoon,Paddock,43891.06,0.2978502174051459
707,2013-02-15,Frostys,34317.9873096009,ANTPDK0018,Anthony Lagoon,Paddock,18295.28,1.8757836616657906
708,2013-02-15,Kings,1173.00280528172,ANTPDK0080,Anthony Lagoon,Paddock,2529.63,0.4637052870505647
709,2013-02-15,Little Shipper,1375.84714870251,ANTPDK0024,Anthony Lagoon,Paddock,474.32,2.9006728552506957
710,2013-02-15,No 1,9634.24857911114,ANTPDK0028,Anthony Lagoon,Paddock,11151.21,0.8639644109572988
715,2013-02-15,No 19,26872.4116309164,ANTPDK0041,Anthony Lagoon,Paddock,20130.12,1.3349354912398137
716,2013-02-15,No 2,32416.3790046778,ANTPDK0042,Anthony Lagoon,Paddock,23531.66,1.3775644814126076
717,2013-02-15,No 20,2896.83701650334,ANTPDK0043,Anthony Lagoon,Paddock,6070.75,0.4771794286543409
720,2013-02-15,No 4,18122.6792472423,ANTPDK0057,Anthony Lagoon,Paddock,10884.79,1.664954422385944
721,2013-02-15,No 5,9264.92531048135,ANTPDK0058,Anthony Lagoon,Paddock,13825.2,0.6701476514250319
722,2013-02-15,No 6,50159.899866068,ANTPDK0059,Anthony Lagoon,Paddock,28806.97,1.7412417850981203
726,2013-02-15,Pickerings,35042.9462273998,ANTPDK0081,Anthony Lagoon,Paddock,32303.34,1.0848087605615953
727,2013-02-15,Princes,3864.64411614695,ANTPDK0068,Anthony Lagoon,Paddock,1486.47,2.5998803313534413
728,2013-02-15,Rocky Creek,6900.8674791055,ANTPDK0079,Anthony Lagoon,Holding Paddock,7511.29,0.9187326649757233
729,2013-02-15,Rushalong,17053.0310629142,ANTPDK0069,Anthony Lagoon,Paddock,21220.97,0.8035933825321934
730,2013-02-15,Sinkhole,45692.271539386304,ANTPDK0082,Anthony Lagoon,Paddock,22340.6,2.0452571345168127
731,2013-02-15,South Pettys,11518.1921430102,ANTPDK0084,Anthony Lagoon,Paddock,14197.49,0.8112836947242223
732,2013-02-15,Tarrabool,274347.591415421,ANTPDK0071,Anthony Lagoon,Paddock,85027.24,3.2265846970385135
734,2013-02-15,West Bluebush,22799.3405477569,ANTPDK0073,Anthony Lagoon,Paddock,23525.72,0.9691240288397931
735,2013-02-15,West Railway,41766.5052953994,ANTPDK0074,Anthony Lagoon,Paddock,29271.13,1.42688393975222
737,2013-03-15,Adder,30260.317366796,ANTPDK0001,Anthony Lagoon,Paddock,17246.19,1.754608836316659
738,2013-03-15,Aerodrome,91.4646244060609,ANTPDK0002,Anthony Lagoon,Paddock,3146.26,0.029070904631550126
742,2013-03-15,Big Shipper,22915.6101896516,ANTPDK0004,Anthony Lagoon,Paddock,1846.64,12.409354389405406
743,2013-03-15,Boundary,446.215697394255,ANTPDK0005,Anthony Lagoon,Paddock,11440.34,0.03900370945218892
744,2013-03-15,Channel,5829.86049562972,ANTPDK0006,Anthony Lagoon,Paddock,9834.45,0.5927998510978977
745,2013-03-15,Cols,14852.2251997646,ANTPDK0007,Anthony Lagoon,Paddock,5554.34,2.6739856040077847
746,2013-03-15,Coulthards,14948.7995104975,ANTPDK0010,Anthony Lagoon,Paddock,19814.2,0.754448804922606
747,2013-03-15,Dobbos,1181.29961121688,ANTPDK0013,Anthony Lagoon,Paddock,490.68,2.4074745480086412
748,2013-03-15,East Bluebush,19988.3926327461,ANTPDK0015,Anthony Lagoon,Paddock,40483.4,0.49374293247963613
749,2013-03-15,East Railway,29239.930463793,ANTPDK0016,Anthony Lagoon,Paddock,13992.77,2.089645614398936
750,2013-03-15,A,620.04156932951,EVAPDK0001,Eva Downs,NA,NA,NA
751,2013-03-15,Bluebush,8514.46162205382,EVAPDK0004,Eva Downs,NA,NA,NA
752,2013-03-15,Boomerang,12161.5641964882,EVAPDK0074,Eva Downs,NA,NA,NA
753,2013-03-15,Bradys,16638.7520767227,EVAPDK0075,Eva Downs,NA,NA,NA
754,2013-03-15,Broad Creek,29640.5074885687,EVAPDK0005,Eva Downs,NA,NA,NA
756,2013-03-15,Broken Dam,3340.85181165776,EVAPDK0006,Eva Downs,NA,NA,NA
757,2013-03-15,C,32046.0178735766,EVAPDK0007,Eva Downs,NA,NA,NA
758,2013-03-15,Calys,11273.6429524605,EVAPDK0008,Eva Downs,NA,NA,NA
759,2013-03-15,Chambers,4381.33192697601,EVAPDK0010,Eva Downs,NA,NA,NA
760,2013-03-15,Claytons,31023.6795612436,EVAPDK0012,Eva Downs,NA,NA,NA
761,2013-03-15,E,21457.3991836767,EVAPDK0018,Eva Downs,NA,NA,NA
762,2013-03-15,Edens,28859.1137697453,EVAPDK0020,Eva Downs,NA,NA,NA
763,2013-03-15,Fathers,26058.7295284556,EVAPDK0027,Eva Downs,NA,NA,NA
765,2013-03-15,G,45409.68058123,EVAPDK0029,Eva Downs,NA,NA,NA
766,2013-03-15,Grandfathers,446.378237678156,EVAPDK0030,Eva Downs,NA,NA,NA
767,2013-03-15,L,44869.709873259,EVAPDK0038,Eva Downs,NA,NA,NA
768,2013-03-15,Night Horse,316.443782795759,EVAPDK0042,Eva Downs,NA,NA,NA
770,2013-03-15,No 35,20233.4369622995,ANTPDK0051,Anthony Lagoon,Paddock,7200.66,2.8099420000804787
771,2013-03-15,Nobles,40009.7608113676,ANTPDK0065,Anthony Lagoon,Paddock,25323.51,1.5799453081886201
774,2013-03-15,Peters,19169.7614028323,ANTPDK0066,Anthony Lagoon,Paddock,9031.4,2.1225680849959367
775,2013-03-15,R & D 2,4522.87664269398,EVAPDK0048,Eva Downs,NA,NA,NA
776,2013-03-15,R & D 3,5102.43732909126,EVAPDK0049,Eva Downs,NA,NA,NA
777,2013-03-15,R & D 4,7251.68757082525,EVAPDK0050,Eva Downs,NA,NA,NA
778,2013-03-15,R & D 5,9267.61222535865,EVAPDK0052,Eva Downs,NA,NA,NA
779,2013-03-15,R & D 6,1110.13985487891,EVAPDK0054,Eva Downs,NA,NA,NA
780,2013-03-15,R & D 7,15347.6180866934,EVAPDK0055,Eva Downs,NA,NA,NA
781,2013-03-15,R & D 8,854.952081240756,EVAPDK0056,Eva Downs,NA,NA,NA
783,2013-03-15,Surveyor,8296.17636240015,EVAPDK0065,Eva Downs,NA,NA,NA
785,2013-03-15,Tims,37296.1841764814,EVAPDK0070,Eva Downs,NA,NA,NA
786,2013-03-15,West Shannon,10886.0886539337,ANTPDK0075,Anthony Lagoon,Paddock,43891.06,0.24802519360283623
787,2013-03-15,Frostys,37983.6893113705,ANTPDK0018,Anthony Lagoon,Paddock,18295.28,2.0761469248555096
789,2013-03-15,Kings,1321.99169661917,ANTPDK0080,Anthony Lagoon,Paddock,2529.63,0.5226027903761301
790,2013-03-15,Little Shipper,3266.44393148851,ANTPDK0024,Anthony Lagoon,Paddock,474.32,6.886582753180363
791,2013-03-15,No 1,4281.78069552325,ANTPDK0028,Anthony Lagoon,Paddock,11151.21,0.38397453689090694
796,2013-03-15,No 19,25110.1639597072,ANTPDK0041,Anthony Lagoon,Paddock,20130.12,1.2473926613307422
797,2013-03-15,No 2,36029.0106157516,ANTPDK0042,Anthony Lagoon,Paddock,23531.66,1.5310866558394776
798,2013-03-15,No 20,3193.10698244088,ANTPDK0043,Anthony Lagoon,Paddock,6070.75,0.5259822892461196
801,2013-03-15,No 4,19866.2017432624,ANTPDK0057,Anthony Lagoon,Paddock,10884.79,1.8251341315048246
802,2013-03-15,No 5,4607.78851094415,ANTPDK0058,Anthony Lagoon,Paddock,13825.2,0.3332891033000716
803,2013-03-15,No 6,55942.544365088,ANTPDK0059,Anthony Lagoon,Paddock,28806.97,1.9419794711171634
807,2013-03-15,Pickerings,38808.1370935499,ANTPDK0081,Anthony Lagoon,Paddock,32303.34,1.2013660845457435
808,2013-03-15,Princes,5073.7703786656,ANTPDK0068,Anthony Lagoon,Paddock,1486.47,3.4133015659014982
809,2013-03-15,Rocky Creek,7769.7116558006,ANTPDK0079,Anthony Lagoon,Holding Paddock,7511.29,1.034404430637161
810,2013-03-15,Rushalong,18868.6771399999,ANTPDK0069,Anthony Lagoon,Paddock,21220.97,0.8891524345965288
811,2013-03-15,Sinkhole,50587.2329956029,ANTPDK0082,Anthony Lagoon,Paddock,22340.6,2.2643632219189684
812,2013-03-15,South Pettys,12099.6971004565,ANTPDK0084,Anthony Lagoon,Paddock,14197.49,0.8522419878764839
813,2013-03-15,Tarrabool,309763.887234191,ANTPDK0071,Anthony Lagoon,Paddock,85027.24,3.6431135155532623
815,2013-03-15,West Bluebush,24858.3238089749,ANTPDK0073,Anthony Lagoon,Paddock,23525.72,1.0566445494112358
816,2013-03-15,West Railway,46264.1993910388,ANTPDK0074,Anthony Lagoon,Paddock,29271.13,1.5805402589868855
818,2013-04-15,Adder,30971.3316264888,ANTPDK0001,Anthony Lagoon,Paddock,17246.19,1.795836160130951
819,2013-04-15,Aerodrome,61.5013158489174,ANTPDK0002,Anthony Lagoon,Paddock,3146.26,0.01954743595536205
829,2013-04-15,Big Shipper,13817.5592796267,ANTPDK0004,Anthony Lagoon,Paddock,1846.64,7.482540874034299
830,2013-04-15,Boundary,890.294801960123,ANTPDK0005,Anthony Lagoon,Paddock,11440.34,0.07782065934754762
831,2013-04-15,Channel,12794.1755964935,ANTPDK0006,Anthony Lagoon,Paddock,9834.45,1.3009548674804894
832,2013-04-15,Cols,15264.1327819646,ANTPDK0007,Anthony Lagoon,Paddock,5554.34,2.7481451949222766
833,2013-04-15,Coulthards,6636.80910206334,ANTPDK0010,Anthony Lagoon,Paddock,19814.2,0.3349521606758456
834,2013-04-15,Dobbos,1201.30668630152,ANTPDK0013,Anthony Lagoon,Paddock,490.68,2.448248728909921
835,2013-04-15,East Bluebush,16522.7954072313,ANTPDK0015,Anthony Lagoon,Paddock,40483.4,0.4081375429739424
836,2013-04-15,East Railway,28176.1246085561,ANTPDK0016,Anthony Lagoon,Paddock,13992.77,2.013620220196294
837,2013-04-15,A,549.263326736275,EVAPDK0001,Eva Downs,NA,NA,NA
838,2013-04-15,Bluebush,23197.3984652995,EVAPDK0004,Eva Downs,NA,NA,NA
839,2013-04-15,Boomerang,18850.4748351097,EVAPDK0074,Eva Downs,NA,NA,NA
840,2013-04-15,Bradys,20438.7599911496,EVAPDK0075,Eva Downs,NA,NA,NA
841,2013-04-15,Broad Creek,3990.12716133521,EVAPDK0005,Eva Downs,NA,NA,NA
843,2013-04-15,Broken Dam,7436.27509542398,EVAPDK0006,Eva Downs,NA,NA,NA
844,2013-04-15,C,43057.7424811011,EVAPDK0007,Eva Downs,NA,NA,NA
845,2013-04-15,Calys,11031.6442988104,EVAPDK0008,Eva Downs,NA,NA,NA
846,2013-04-15,Chambers,3262.71354925442,EVAPDK0010,Eva Downs,NA,NA,NA
847,2013-04-15,Claytons,27510.6057827812,EVAPDK0012,Eva Downs,NA,NA,NA
850,2013-04-15,E,39388.2612556943,EVAPDK0018,Eva Downs,NA,NA,NA
851,2013-04-15,Edens,37561.0761695599,EVAPDK0020,Eva Downs,NA,NA,NA
852,2013-04-15,Fathers,24851.2848544175,EVAPDK0027,Eva Downs,NA,NA,NA
854,2013-04-15,G,34615.7673809632,EVAPDK0029,Eva Downs,NA,NA,NA
855,2013-04-15,Grandfathers,254.152076321471,EVAPDK0030,Eva Downs,NA,NA,NA
856,2013-04-15,Hut,2590.89672699824,EVAPDK0036,Eva Downs,NA,NA,NA
857,2013-04-15,L,10175.8645883522,EVAPDK0038,Eva Downs,NA,NA,NA
858,2013-04-15,Night Horse,105.533861550217,EVAPDK0042,Eva Downs,NA,NA,NA
860,2013-04-15,No 35,3819.51628721064,ANTPDK0051,Anthony Lagoon,Paddock,7200.66,0.5304397495799885
861,2013-04-15,Nobles,41989.3738332703,ANTPDK0065,Anthony Lagoon,Paddock,25323.51,1.6581182400571761
866,2013-04-15,Peters,12792.1359432197,ANTPDK0066,Anthony Lagoon,Paddock,9031.4,1.4164067523550834
868,2013-04-15,R & D 1,472.984339769446,EVAPDK0047,Eva Downs,NA,NA,NA
869,2013-04-15,R & D 2,4000.49437575669,EVAPDK0048,Eva Downs,NA,NA,NA
870,2013-04-15,R & D 3,17764.440032026,EVAPDK0049,Eva Downs,NA,NA,NA
871,2013-04-15,R & D 4,6612.20572337876,EVAPDK0050,Eva Downs,NA,NA,NA
872,2013-04-15,R & D 5,6508.96554293954,EVAPDK0052,Eva Downs,NA,NA,NA
873,2013-04-15,R & D 6,10969.7397348167,EVAPDK0054,Eva Downs,NA,NA,NA
874,2013-04-15,R & D 7,21392.7899611987,EVAPDK0055,Eva Downs,NA,NA,NA
875,2013-04-15,R & D 8,1008.3364108139,EVAPDK0056,Eva Downs,NA,NA,NA
877,2013-04-15,Surveyor,25652.9665533076,EVAPDK0065,Eva Downs,NA,NA,NA
879,2013-04-15,Tims,16721.095799704,EVAPDK0070,Eva Downs,NA,NA,NA
880,2013-04-15,West Shannon,1461.04141326172,ANTPDK0075,Anthony Lagoon,Paddock,43891.06,0.03328790449038415
881,2013-04-15,Frostys,38947.1933069073,ANTPDK0018,Anthony Lagoon,Paddock,18295.28,2.128810999717266
883,2013-04-15,Kings,810.386375448481,ANTPDK0080,Anthony Lagoon,Paddock,2529.63,0.32035767106196594
884,2013-04-15,Little Shipper,5121.31599072306,ANTPDK0024,Anthony Lagoon,Paddock,474.32,10.79717488346066
885,2013-04-15,No 1,10292.1275298621,ANTPDK0028,Anthony Lagoon,Paddock,11151.21,0.9229606051596285
890,2013-04-15,No 19,30086.1367712288,ANTPDK0041,Anthony Lagoon,Paddock,20130.12,1.4945830810362184
891,2013-04-15,No 2,35771.4371857056,ANTPDK0042,Anthony Lagoon,Paddock,23531.66,1.5201408309360922
892,2013-04-15,No 20,21266.7487059761,ANTPDK0043,Anthony Lagoon,Paddock,6070.75,3.5031501389410042
896,2013-04-15,No 4,18695.1821920267,ANTPDK0057,Anthony Lagoon,Paddock,10884.79,1.7175510223005404
897,2013-04-15,No 5,4345.17350431867,ANTPDK0058,Anthony Lagoon,Paddock,13825.2,0.3142937175822896
898,2013-04-15,No 6,52672.6048120341,ANTPDK0059,Anthony Lagoon,Paddock,28806.97,1.828467374806656
903,2013-04-15,Pickerings,36174.2494829861,ANTPDK0081,Anthony Lagoon,Paddock,32303.34,1.1198300077634729
904,2013-04-15,Princes,14128.456971786,ANTPDK0068,Anthony Lagoon,Paddock,1486.47,9.504703742279359
905,2013-04-15,Rocky Creek,4817.73086265165,ANTPDK0079,Anthony Lagoon,Holding Paddock,7511.29,0.6413985963332064
906,2013-04-15,Rushalong,16432.7949253768,ANTPDK0069,Anthony Lagoon,Paddock,21220.97,0.7743658713704792
907,2013-04-15,Sinkhole,44145.4026622506,ANTPDK0082,Anthony Lagoon,Paddock,22340.6,1.9760168778927425
908,2013-04-15,South Pettys,9750.39395083474,ANTPDK0084,Anthony Lagoon,Paddock,14197.49,0.6867688549761077
909,2013-04-15,Tarrabool,193382.752698718,ANTPDK0071,Anthony Lagoon,Paddock,85027.24,2.274362341982616
911,2013-04-15,West Bluebush,18354.2716856439,ANTPDK0073,Anthony Lagoon,Paddock,23525.72,0.7801789567181748
912,2013-04-15,West Railway,44246.3201237074,ANTPDK0074,Anthony Lagoon,Paddock,29271.13,1.5116027336050026
914,2013-05-15,Adder,59689.4973087902,ANTPDK0001,Anthony Lagoon,Paddock,17246.19,3.4610251486728494
915,2013-05-15,Aerodrome,770.382788171696,ANTPDK0002,Anthony Lagoon,Paddock,3146.26,0.24485668322760865
925,2013-05-15,Big Shipper,5342.12840720129,ANTPDK0004,Anthony Lagoon,Paddock,1846.64,2.892891092579653
926,2013-05-15,Boundary,5535.84508102891,ANTPDK0005,Anthony Lagoon,Paddock,11440.34,0.4838881607564906
927,2013-05-15,Channel,17249.0337774549,ANTPDK0006,Anthony Lagoon,Paddock,9834.45,1.7539398519952716
928,2013-05-15,Cols,18402.2722719776,ANTPDK0007,Anthony Lagoon,Paddock,5554.34,3.3131339226582455
929,2013-05-15,Coulthards,1061.22585601647,ANTPDK0010,Anthony Lagoon,Paddock,19814.2,0.053558854559682956
930,2013-05-15,Dobbos,1087.70193105583,ANTPDK0013,Anthony Lagoon,Paddock,490.68,2.216723589826017
931,2013-05-15,East Bluebush,15070.1669531605,ANTPDK0015,Anthony Lagoon,Paddock,40483.4,0.37225546651616465
932,2013-05-15,East Railway,28522.8037571617,ANTPDK0016,Anthony Lagoon,Paddock,13992.77,2.0383958113484106
933,2013-05-15,A,274.158773766631,EVAPDK0001,Eva Downs,NA,NA,NA
934,2013-05-15,Bluebush,37334.937402824,EVAPDK0004,Eva Downs,NA,NA,NA
935,2013-05-15,Boomerang,19847.9544641554,EVAPDK0074,Eva Downs,NA,NA,NA
936,2013-05-15,Bradys,17907.2922084146,EVAPDK0075,Eva Downs,NA,NA,NA
937,2013-05-15,Broad Creek,1793.98996053231,EVAPDK0005,Eva Downs,NA,NA,NA
939,2013-05-15,Broken Dam,17982.1510095214,EVAPDK0006,Eva Downs,NA,NA,NA
940,2013-05-15,C,44663.0797766037,EVAPDK0007,Eva Downs,NA,NA,NA
941,2013-05-15,Calys,10946.1394367489,EVAPDK0008,Eva Downs,NA,NA,NA
942,2013-05-15,Chambers,2240.09406035431,EVAPDK0010,Eva Downs,NA,NA,NA
943,2013-05-15,Claytons,26767.6211997269,EVAPDK0012,Eva Downs,NA,NA,NA
944,2013-05-15,Creek,21.8733779151439,EVAPDK0014,Eva Downs,NA,NA,NA
947,2013-05-15,E,30820.1305397056,EVAPDK0018,Eva Downs,NA,NA,NA
948,2013-05-15,Edens,23727.283385453,EVAPDK0020,Eva Downs,NA,NA,NA
949,2013-05-15,Fathers,32929.0088511072,EVAPDK0027,Eva Downs,NA,NA,NA
952,2013-05-15,G,40372.4672625757,EVAPDK0029,Eva Downs,NA,NA,NA
953,2013-05-15,Grandfathers,1321.49627544781,EVAPDK0030,Eva Downs,NA,NA,NA
954,2013-05-15,Hut,5919.71987346102,EVAPDK0036,Eva Downs,NA,NA,NA
955,2013-05-15,L,6256.52314173949,EVAPDK0038,Eva Downs,NA,NA,NA
956,2013-05-15,Night Horse,85.806830165521,EVAPDK0042,Eva Downs,NA,NA,NA
958,2013-05-15,No 35,2286.88079986111,ANTPDK0051,Anthony Lagoon,Paddock,7200.66,0.31759322060215456
959,2013-05-15,Nobles,49097.4164097847,ANTPDK0065,Anthony Lagoon,Paddock,25323.51,1.9388077091123903
964,2013-05-15,Peters,5642.7416708585,ANTPDK0066,Anthony Lagoon,Paddock,9031.4,0.624791468748865
966,2013-05-15,R & D 1,6839.37520324256,EVAPDK0047,Eva Downs,NA,NA,NA
967,2013-05-15,R & D 2,14091.2951092684,EVAPDK0048,Eva Downs,NA,NA,NA
968,2013-05-15,R & D 3,7525.39416910839,EVAPDK0049,Eva Downs,NA,NA,NA
969,2013-05-15,R & D 4,7518.17742789489,EVAPDK0050,Eva Downs,NA,NA,NA
970,2013-05-15,R & D 5,27251.7965088395,EVAPDK0052,Eva Downs,NA,NA,NA
971,2013-05-15,R & D 6,9353.77684076722,EVAPDK0054,Eva Downs,NA,NA,NA
972,2013-05-15,R & D 7,11756.3967329574,EVAPDK0055,Eva Downs,NA,NA,NA
973,2013-05-15,R & D 8,2683.42670610358,EVAPDK0056,Eva Downs,NA,NA,NA
975,2013-05-15,Surveyor,27491.3365482809,EVAPDK0065,Eva Downs,NA,NA,NA
978,2013-05-15,Tims,1370.74666472858,EVAPDK0070,Eva Downs,NA,NA,NA
980,2013-05-15,West Shannon,485.137268235263,ANTPDK0075,Anthony Lagoon,Paddock,43891.06,0.011053213757773519
981,2013-05-15,Frostys,43065.4841089184,ANTPDK0018,Anthony Lagoon,Paddock,18295.28,2.3539122718492638
984,2013-05-15,Kings,467.596404414444,ANTPDK0080,Anthony Lagoon,Paddock,2529.63,0.18484774627690373
985,2013-05-15,Little Shipper,2148.4409432594,ANTPDK0024,Anthony Lagoon,Paddock,474.32,4.529517927263028
986,2013-05-15,No 1,15383.4999038233,ANTPDK0028,Anthony Lagoon,Paddock,11151.21,1.379536382493317
991,2013-05-15,No 19,28126.3615671298,ANTPDK0041,Anthony Lagoon,Paddock,20130.12,1.3972277148437169
992,2013-05-15,No 2,40776.1807853252,ANTPDK0042,Anthony Lagoon,Paddock,23531.66,1.7328221122234981
993,2013-05-15,No 20,59258.7931869784,ANTPDK0043,Anthony Lagoon,Paddock,6070.75,9.761362794873516
997,2013-05-15,No 4,17766.3406657795,ANTPDK0057,Anthony Lagoon,Paddock,10884.79,1.632217127365755
998,2013-05-15,No 5,17359.8218187873,ANTPDK0058,Anthony Lagoon,Paddock,13825.2,1.255665149060216
999,2013-05-15,No 6,47634.4199836935,ANTPDK0059,Anthony Lagoon,Paddock,28806.97,1.6535727285338757
1004,2013-05-15,Pickerings,18913.9611582757,ANTPDK0081,Anthony Lagoon,Paddock,32303.34,0.5855110077866778
1005,2013-05-15,Princes,19730.4724719498,ANTPDK0068,Anthony Lagoon,Paddock,1486.47,13.273374149461342
1006,2013-05-15,Rocky Creek,23048.8092672609,ANTPDK0079,Anthony Lagoon,Holding Paddock,7511.29,3.0685553702840522
1007,2013-05-15,Rushalong,15398.8352080197,ANTPDK0069,Anthony Lagoon,Paddock,21220.97,0.7256423814754792
1008,2013-05-15,Sinkhole,31690.3681392523,ANTPDK0082,Anthony Lagoon,Paddock,22340.6,1.4185101626300234
1009,2013-05-15,South Pettys,9531.45251719698,ANTPDK0084,Anthony Lagoon,Paddock,14197.49,0.6713477183077418
1010,2013-05-15,Tarrabool,109012.787840488,ANTPDK0071,Anthony Lagoon,Paddock,85027.24,1.2820925134167356
1012,2013-05-15,West Bluebush,13456.6369036001,ANTPDK0073,Anthony Lagoon,Paddock,23525.72,0.5719968147032312
1013,2013-05-15,West Railway,36506.0415622533,ANTPDK0074,Anthony Lagoon,Paddock,29271.13,1.2471688507499812
1015,2013-06-15,Adder,62588.5098532752,ANTPDK0001,Anthony Lagoon,Paddock,17246.19,3.629120974155753
1016,2013-06-15,Aerodrome,1139.53942433943,ANTPDK0002,Anthony Lagoon,Paddock,3146.26,0.36218857447872393
1024,2013-06-15,Big Shipper,1939.38528495254,ANTPDK0004,Anthony Lagoon,Paddock,1846.64,1.0502238037476388
1025,2013-06-15,Boundary,13651.9861445253,ANTPDK0005,Anthony Lagoon,Paddock,11440.34,1.1933199664105525
1027,2013-06-15,Channel,12638.8064936546,ANTPDK0006,Anthony Lagoon,Paddock,9834.45,1.2851564137958502
1028,2013-06-15,Cols,22764.544975222,ANTPDK0007,Anthony Lagoon,Paddock,5554.34,4.098514850589269
1029,2013-06-15,Coulthards,1021.79821461944,ANTPDK0010,Anthony Lagoon,Paddock,19814.2,0.05156898661664059
1030,2013-06-15,Dobbos,1010.28113834452,ANTPDK0013,Anthony Lagoon,Paddock,490.68,2.058940935731067
1031,2013-06-15,East Bluebush,14551.8701764928,ANTPDK0015,Anthony Lagoon,Paddock,40483.4,0.35945276771449036
1032,2013-06-15,East Railway,27557.9464917589,ANTPDK0016,Anthony Lagoon,Paddock,13992.77,1.9694418254397734
1033,2013-06-15,A,113.290730715035,EVAPDK0001,Eva Downs,NA,NA,NA
1034,2013-06-15,Bluebush,33669.8487877849,EVAPDK0004,Eva Downs,NA,NA,NA
1035,2013-06-15,Boomerang,19205.546535779,EVAPDK0074,Eva Downs,NA,NA,NA
1036,2013-06-15,Bradys,14829.3428560612,EVAPDK0075,Eva Downs,NA,NA,NA
1037,2013-06-15,Broad Creek,2178.11699334265,EVAPDK0005,Eva Downs,NA,NA,NA
1039,2013-06-15,Broken Dam,19306.382164485,EVAPDK0006,Eva Downs,NA,NA,NA
1040,2013-06-15,C,54107.474549689,EVAPDK0007,Eva Downs,NA,NA,NA
1041,2013-06-15,Calys,10490.4996540617,EVAPDK0008,Eva Downs,NA,NA,NA
1042,2013-06-15,Chambers,1830.00676821191,EVAPDK0010,Eva Downs,NA,NA,NA
1043,2013-06-15,Claytons,25263.0142167323,EVAPDK0012,Eva Downs,NA,NA,NA
1044,2013-06-15,Creek,288.501573066538,EVAPDK0014,Eva Downs,NA,NA,NA
1047,2013-06-15,E,4741.39338885052,EVAPDK0018,Eva Downs,NA,NA,NA
1048,2013-06-15,Edens,3152.46387206343,EVAPDK0020,Eva Downs,NA,NA,NA
1049,2013-06-15,Fathers,34535.5467049226,EVAPDK0027,Eva Downs,NA,NA,NA
1052,2013-06-15,G,46703.0164910647,EVAPDK0029,Eva Downs,NA,NA,NA
1053,2013-06-15,Grandfathers,14930.4892503251,EVAPDK0030,Eva Downs,NA,NA,NA
1054,2013-06-15,Hut,6504.85527786569,EVAPDK0036,Eva Downs,NA,NA,NA
1055,2013-06-15,L,27749.6078715131,EVAPDK0038,Eva Downs,NA,NA,NA
1056,2013-06-15,Night Horse,80.0455801244939,EVAPDK0042,Eva Downs,NA,NA,NA
1058,2013-06-15,No 35,2409.15636414752,ANTPDK0051,Anthony Lagoon,Paddock,7200.66,0.3345743812577625
1059,2013-06-15,Nobles,44788.5497193999,ANTPDK0065,Anthony Lagoon,Paddock,25323.51,1.7686548870752872
1062,2013-06-15,Peters,6904.37137407696,ANTPDK0066,Anthony Lagoon,Paddock,9031.4,0.7644851710783445
1064,2013-06-15,R & D 1,244.688622813041,EVAPDK0047,Eva Downs,NA,NA,NA
1065,2013-06-15,R & D 2,4943.97265426907,EVAPDK0048,Eva Downs,NA,NA,NA
1066,2013-06-15,R & D 3,5690.43516320634,EVAPDK0049,Eva Downs,NA,NA,NA
1067,2013-06-15,R & D 4,5504.51663240362,EVAPDK0050,Eva Downs,NA,NA,NA
1068,2013-06-15,R & D 5,40853.4429907627,EVAPDK0052,Eva Downs,NA,NA,NA
1069,2013-06-15,R & D 6,6921.60342312931,EVAPDK0054,Eva Downs,NA,NA,NA
1070,2013-06-15,R & D 7,13238.5567623216,EVAPDK0055,Eva Downs,NA,NA,NA
1071,2013-06-15,R & D 8,2803.47611744586,EVAPDK0056,Eva Downs,NA,NA,NA
1073,2013-06-15,Surveyor,26619.5231547481,EVAPDK0065,Eva Downs,NA,NA,NA
1076,2013-06-15,Tims,1188.45882157221,EVAPDK0070,Eva Downs,NA,NA,NA
1077,2013-06-15,West Shannon,467.775669110776,ANTPDK0075,Anthony Lagoon,Paddock,43891.06,0.01065765258598849
1078,2013-06-15,Frostys,52131.4566921939,ANTPDK0018,Anthony Lagoon,Paddock,18295.28,2.8494484201495633
