X,Date,Feature_Name,Animal.Equivalent.Grazing.Days,AACO_ID,Property_Name,Feature_Type,Area_Ha,AEGD_p_Ha
2123,2014-05-15,Pickerings,25144.8268508544,ANTPDK0081,Anthony Lagoon,Paddock,32303.34,0.7783971208814444
2124,2014-05-15,Princes,32101.792337408,ANTPDK0068,Anthony Lagoon,Paddock,1486.47,21.595990727971635
2125,2014-05-15,Rocky Creek,71.1394671850967,ANTPDK0079,Anthony Lagoon,Holding Paddock,7511.29,0.009471005271410997
2126,2014-05-15,Sinkhole,19253.3240092934,ANTPDK0082,Anthony Lagoon,Paddock,22340.6,0.8618087253383258
2128,2014-05-15,South Pettys,17455.6928487351,ANTPDK0084,Anthony Lagoon,Paddock,14197.49,1.2294914698820074
2129,2014-05-15,Tarrabool,155565.940318183,ANTPDK0071,Anthony Lagoon,Paddock,85027.24,1.8296011997823638
2131,2014-05-15,West Bluebush,26092.6613239872,ANTPDK0073,Anthony Lagoon,Paddock,23525.72,1.1091121259620194
2132,2014-05-15,West Railway,25563.2040256983,ANTPDK0074,Anthony Lagoon,Paddock,29271.13,0.8733248093154687
2134,2014-06-15,Adder,2190.48371028984,ANTPDK0001,Anthony Lagoon,Paddock,17246.19,0.1270126161366563
2135,2014-06-15,Aerodrome,21577.8063148122,ANTPDK0002,Anthony Lagoon,Paddock,3146.26,6.858240042085586
2147,2014-06-15,Big Shipper,9779.29016347361,ANTPDK0004,Anthony Lagoon,Paddock,1846.64,5.29572096536066
2148,2014-06-15,Boundary,139.366526457652,ANTPDK0005,Anthony Lagoon,Paddock,11440.34,0.012182026623129382
2149,2014-06-15,Channel,43990.5983377577,ANTPDK0006,Anthony Lagoon,Paddock,9834.45,4.473112206351926
2150,2014-06-15,Cols,2834.01493264651,ANTPDK0007,Anthony Lagoon,Paddock,5554.34,0.5102343271471516
2151,2014-06-15,Coulthards,4958.72342984233,ANTPDK0010,Anthony Lagoon,Paddock,19814.2,0.2502610970840271
2152,2014-06-15,Dobbos,57.7788153233898,ANTPDK0013,Anthony Lagoon,Paddock,490.68,0.11775253795424676
2153,2014-06-15,East Bluebush,34100.4245471271,ANTPDK0015,Anthony Lagoon,Paddock,40483.4,0.8423310430232416
2154,2014-06-15,East Railway,26654.8192418641,ANTPDK0016,Anthony Lagoon,Paddock,13992.77,1.9048994046113885
2155,2014-06-15,Bluebush,50406.0419618088,EVAPDK0004,Eva Downs,NA,NA,NA
2156,2014-06-15,Boomerang,30905.2884806493,EVAPDK0074,Eva Downs,NA,NA,NA
2157,2014-06-15,Bradys,7960.56463603693,EVAPDK0075,Eva Downs,NA,NA,NA
2158,2014-06-15,Broad Creek,26126.849229835,EVAPDK0005,Eva Downs,NA,NA,NA
2160,2014-06-15,C,258.913321838414,EVAPDK0007,Eva Downs,NA,NA,NA
2161,2014-06-15,Calys,111.865708753837,EVAPDK0008,Eva Downs,NA,NA,NA
2162,2014-06-15,Chambers,31578.05529945,EVAPDK0010,Eva Downs,NA,NA,NA
2163,2014-06-15,Claytons,10545.1729542667,EVAPDK0012,Eva Downs,NA,NA,NA
2164,2014-06-15,Creek,1992.47139056266,EVAPDK0014,Eva Downs,NA,NA,NA
2166,2014-06-15,E,30715.3736249376,EVAPDK0018,Eva Downs,NA,NA,NA
2167,2014-06-15,Edens,3597.13482776176,EVAPDK0020,Eva Downs,NA,NA,NA
2168,2014-06-15,Fathers,25508.8169814826,EVAPDK0027,Eva Downs,NA,NA,NA
2170,2014-06-15,G,81526.9162933848,EVAPDK0029,Eva Downs,NA,NA,NA
2171,2014-06-15,Grandfathers,4754.54642721963,EVAPDK0030,Eva Downs,NA,NA,NA
2172,2014-06-15,Hut,6356.4490258625,EVAPDK0036,Eva Downs,NA,NA,NA
2173,2014-06-15,L,29028.7140838173,EVAPDK0038,Eva Downs,NA,NA,NA
2175,2014-06-15,No 35,6631.30689716217,ANTPDK0051,Anthony Lagoon,Paddock,7200.66,0.9209304282054936
2176,2014-06-15,Nobles,5120.31494573086,ANTPDK0065,Anthony Lagoon,Paddock,25323.51,0.2021960994242449
2180,2014-06-15,Peters,2633.94067212715,ANTPDK0066,Anthony Lagoon,Paddock,9031.4,0.2916425661721494
2182,2014-06-15,R & D 1,393.489657516706,EVAPDK0047,Eva Downs,NA,NA,NA
2183,2014-06-15,R & D 2,4405.98019837345,EVAPDK0048,Eva Downs,NA,NA,NA
2184,2014-06-15,R & D 3,10530.1671296488,EVAPDK0049,Eva Downs,NA,NA,NA
2185,2014-06-15,R & D 5,713.985101475691,EVAPDK0052,Eva Downs,NA,NA,NA
2186,2014-06-15,R & D 6,10804.3185424266,EVAPDK0054,Eva Downs,NA,NA,NA
2187,2014-06-15,R & D 7,16209.4254643069,EVAPDK0055,Eva Downs,NA,NA,NA
2188,2014-06-15,R & D 8,2015.23949852744,EVAPDK0056,Eva Downs,NA,NA,NA
2190,2014-06-15,Stock Route,13547.4218525623,EVAPDK0064,Eva Downs,NA,NA,NA
2191,2014-06-15,Surveyor,13504.855189533,EVAPDK0065,Eva Downs,NA,NA,NA
2193,2014-06-15,Tims,283.488552069821,EVAPDK0070,Eva Downs,NA,NA,NA
2196,2014-06-15,West Shannon,49728.5560584332,ANTPDK0075,Anthony Lagoon,Paddock,43891.06,1.1329996600317513
2197,2014-06-15,Frostys,53333.20343905,ANTPDK0018,Anthony Lagoon,Paddock,18295.28,2.915134583294161
2198,2014-06-15,Kings,4448.34485855515,ANTPDK0080,Anthony Lagoon,Paddock,2529.63,1.7584962459154696
2199,2014-06-15,No 1,14248.5700370178,ANTPDK0028,Anthony Lagoon,Paddock,11151.21,1.2777599952846195
2202,2014-06-15,No 19,34645.7346628343,ANTPDK0041,Anthony Lagoon,Paddock,20130.12,1.7210893259868447
2203,2014-06-15,No 2,23672.640596044,ANTPDK0042,Anthony Lagoon,Paddock,23531.66,1.0059911028819897
2204,2014-06-15,No 20,1132.86041105368,ANTPDK0043,Anthony Lagoon,Paddock,6070.75,0.18660962995571884
2208,2014-06-15,No 4,10749.2825311916,ANTPDK0057,Anthony Lagoon,Paddock,10884.79,0.9875507502847184
2209,2014-06-15,No 5,1618.23533462342,ANTPDK0058,Anthony Lagoon,Paddock,13825.2,0.11704968713822729
2210,2014-06-15,No 6,13515.8423491819,ANTPDK0059,Anthony Lagoon,Paddock,28806.97,0.4691865319116137
2215,2014-06-15,North Pettys,9159.47744246758,ANTPDK0083,Anthony Lagoon,Paddock,16605.25,0.5516012973287111
2216,2014-06-15,Pickerings,36714.7673185475,ANTPDK0081,Anthony Lagoon,Paddock,32303.34,1.136562575837282
2217,2014-06-15,Princes,36711.7368004324,ANTPDK0068,Anthony Lagoon,Paddock,1486.47,24.69726048990723
2218,2014-06-15,Sinkhole,42933.7388013791,ANTPDK0082,Anthony Lagoon,Paddock,22340.6,1.921780919105982
2220,2014-06-15,South Pettys,13846.4498171059,ANTPDK0084,Anthony Lagoon,Paddock,14197.49,0.9752744898644691
2221,2014-06-15,Tarrabool,78107.3416503285,ANTPDK0071,Anthony Lagoon,Paddock,85027.24,0.9186155125149128
2222,2014-06-15,West Bluebush,17739.3212800167,ANTPDK0073,Anthony Lagoon,Paddock,23525.72,0.7540394631924845
2223,2014-06-15,West Railway,946.64928327035,ANTPDK0074,Anthony Lagoon,Paddock,29271.13,0.03234071534888985
2225,2014-07-15,Adder,3111.12206195966,ANTPDK0001,Anthony Lagoon,Paddock,17246.19,0.18039474585167278
2226,2014-07-15,Aerodrome,6981.36135128126,ANTPDK0002,Anthony Lagoon,Paddock,3146.26,2.2189397415602206
2237,2014-07-15,Big Shipper,5484.10916436839,ANTPDK0004,Anthony Lagoon,Paddock,1846.64,2.969777089399336
2238,2014-07-15,Boundary,2033.86029283587,ANTPDK0005,Anthony Lagoon,Paddock,11440.34,0.17777970696988638
2239,2014-07-15,Channel,32078.6514886304,ANTPDK0006,Anthony Lagoon,Paddock,9834.45,3.2618653293911097
2240,2014-07-15,Cols,1216.23197103643,ANTPDK0007,Anthony Lagoon,Paddock,5554.34,0.21896966534933582
2241,2014-07-15,Coulthards,5025.20253876102,ANTPDK0010,Anthony Lagoon,Paddock,19814.2,0.25361622163705927
2242,2014-07-15,Dobbos,61.1349754116396,ANTPDK0013,Anthony Lagoon,Paddock,490.68,0.12459235226958425
2243,2014-07-15,East Bluebush,53645.3844253554,ANTPDK0015,Anthony Lagoon,Paddock,40483.4,1.3251205290404313
2244,2014-07-15,East Railway,27541.4633777187,ANTPDK0016,Anthony Lagoon,Paddock,13992.77,1.96826385181195
2245,2014-07-15,A,3006.45852845009,EVAPDK0001,Eva Downs,NA,NA,NA
2247,2014-07-15,Bluebush,55810.4678502109,EVAPDK0004,Eva Downs,NA,NA,NA
2248,2014-07-15,Boomerang,30576.3926831018,EVAPDK0074,Eva Downs,NA,NA,NA
2249,2014-07-15,Bradys,8907.79220561918,EVAPDK0075,Eva Downs,NA,NA,NA
2250,2014-07-15,Broad Creek,27562.5346867606,EVAPDK0005,Eva Downs,NA,NA,NA
2252,2014-07-15,Broken Dam,10.3232874278023,EVAPDK0006,Eva Downs,NA,NA,NA
2253,2014-07-15,C,227.489912762168,EVAPDK0007,Eva Downs,NA,NA,NA
2254,2014-07-15,Calys,110.715793560339,EVAPDK0008,Eva Downs,NA,NA,NA
2255,2014-07-15,Chambers,31868.8437303414,EVAPDK0010,Eva Downs,NA,NA,NA
2256,2014-07-15,Claytons,12256.4307824932,EVAPDK0012,Eva Downs,NA,NA,NA
2257,2014-07-15,Creek,3558.73786652992,EVAPDK0014,Eva Downs,NA,NA,NA
2259,2014-07-15,E,18701.1650880806,EVAPDK0018,Eva Downs,NA,NA,NA
2260,2014-07-15,Edens,3050.22026011991,EVAPDK0020,Eva Downs,NA,NA,NA
2261,2014-07-15,Fathers,30047.4825493877,EVAPDK0027,Eva Downs,NA,NA,NA
2263,2014-07-15,G,84344.0430872311,EVAPDK0029,Eva Downs,NA,NA,NA
2264,2014-07-15,Grandfathers,4316.0634128775,EVAPDK0030,Eva Downs,NA,NA,NA
2265,2014-07-15,Hut,7109.20378048778,EVAPDK0036,Eva Downs,NA,NA,NA
2266,2014-07-15,L,33449.9100432144,EVAPDK0038,Eva Downs,NA,NA,NA
2268,2014-07-15,No 35,1903.38319937212,ANTPDK0051,Anthony Lagoon,Paddock,7200.66,0.26433454702376175
2269,2014-07-15,Nobles,10653.4573961953,ANTPDK0065,Anthony Lagoon,Paddock,25323.51,0.4206943427745719
2273,2014-07-15,Peters,8308.7553905375,ANTPDK0066,Anthony Lagoon,Paddock,9031.4,0.9199853168431805
2275,2014-07-15,R & D 1,696.289275183263,EVAPDK0047,Eva Downs,NA,NA,NA
2276,2014-07-15,R & D 2,5323.29379321825,EVAPDK0048,Eva Downs,NA,NA,NA
2277,2014-07-15,R & D 3,11169.4562455719,EVAPDK0049,Eva Downs,NA,NA,NA
2278,2014-07-15,R & D 5,305.39739413179,EVAPDK0052,Eva Downs,NA,NA,NA
2279,2014-07-15,R & D 6,10552.7944316533,EVAPDK0054,Eva Downs,NA,NA,NA
2280,2014-07-15,R & D 7,17206.1232329089,EVAPDK0055,Eva Downs,NA,NA,NA
2281,2014-07-15,R & D 8,1809.48602180207,EVAPDK0056,Eva Downs,NA,NA,NA
2283,2014-07-15,Stock Route,11707.6753543133,EVAPDK0064,Eva Downs,NA,NA,NA
2284,2014-07-15,Surveyor,19887.7705179828,EVAPDK0065,Eva Downs,NA,NA,NA
2286,2014-07-15,Tims,295.023121952302,EVAPDK0070,Eva Downs,NA,NA,NA
2289,2014-07-15,West Shannon,32982.3862961782,ANTPDK0075,Anthony Lagoon,Paddock,43891.06,0.7514602357787258
2290,2014-07-15,Frostys,55344.3465145883,ANTPDK0018,Anthony Lagoon,Paddock,18295.28,3.025061464737807
2291,2014-07-15,Kings,25897.1068693714,ANTPDK0080,Anthony Lagoon,Paddock,2529.63,10.237507805240845
2292,2014-07-15,Little Shipper,69.9943262492001,ANTPDK0024,Anthony Lagoon,Paddock,474.32,0.14756773117136132
2293,2014-07-15,No 1,19482.3928342535,ANTPDK0028,Anthony Lagoon,Paddock,11151.21,1.7471102090493769
2296,2014-07-15,No 19,35028.8931424346,ANTPDK0041,Anthony Lagoon,Paddock,20130.12,1.7401234141890165
2297,2014-07-15,No 2,24060.4433348264,ANTPDK0042,Anthony Lagoon,Paddock,23531.66,1.0224711446122543
2298,2014-07-15,No 20,1701.20870516768,ANTPDK0043,Anthony Lagoon,Paddock,6070.75,0.280230400719463
2302,2014-07-15,No 4,13114.1248251595,ANTPDK0057,Anthony Lagoon,Paddock,10884.79,1.2048119279434422
2303,2014-07-15,No 5,1650.48692201661,ANTPDK0058,Anthony Lagoon,Paddock,13825.2,0.11938249877156279
2304,2014-07-15,No 6,15132.9583050772,ANTPDK0059,Anthony Lagoon,Paddock,28806.97,0.5253228057333763
2309,2014-07-15,North Pettys,14908.4337730291,ANTPDK0083,Anthony Lagoon,Paddock,16605.25,0.897814472713696
2310,2014-07-15,Pickerings,86056.645702609,ANTPDK0081,Anthony Lagoon,Paddock,32303.34,2.6640169624134535
2311,2014-07-15,Princes,41317.7658585046,ANTPDK0068,Anthony Lagoon,Paddock,1486.47,27.79589622293393
2312,2014-07-15,Rushalong,11820.5221954062,ANTPDK0069,Anthony Lagoon,Paddock,21220.97,0.5570208239965562
2313,2014-07-15,Sinkhole,27095.6096248218,ANTPDK0082,Anthony Lagoon,Paddock,22340.6,1.2128416257764698
2315,2014-07-15,South Pettys,13967.4041463627,ANTPDK0084,Anthony Lagoon,Paddock,14197.49,0.9837939062723552
2316,2014-07-15,Tarrabool,104840.596378089,ANTPDK0071,Anthony Lagoon,Paddock,85027.24,1.2330236331096833
2317,2014-07-15,West Bluebush,21099.9887116156,ANTPDK0073,Anthony Lagoon,Paddock,23525.72,0.8968902423226833
2318,2014-07-15,West Railway,1073.04708466586,ANTPDK0074,Anthony Lagoon,Paddock,29271.13,0.03665888828568832
2320,2014-08-15,Adder,21179.0765635735,ANTPDK0001,Anthony Lagoon,Paddock,17246.19,1.2280437919084448
2321,2014-08-15,Aerodrome,2921.23451909722,ANTPDK0002,Anthony Lagoon,Paddock,3146.26,0.9284784217125158
2332,2014-08-15,Big Shipper,3994.7188111499,ANTPDK0004,Anthony Lagoon,Paddock,1846.64,2.163236370461974
2333,2014-08-15,Boundary,6278.78204148139,ANTPDK0005,Anthony Lagoon,Paddock,11440.34,0.5488282727157925
2334,2014-08-15,Channel,34841.8835523324,ANTPDK0006,Anthony Lagoon,Paddock,9834.45,3.542840072635724
2335,2014-08-15,Cols,2002.63961134758,ANTPDK0007,Anthony Lagoon,Paddock,5554.34,0.36055401926197894
2336,2014-08-15,Coulthards,7989.43182342639,ANTPDK0010,Anthony Lagoon,Paddock,19814.2,0.40321748157515264
2337,2014-08-15,Dobbos,62.572283419223,ANTPDK0013,Anthony Lagoon,Paddock,490.68,0.1275215688824142
2338,2014-08-15,East Bluebush,57302.6120060392,ANTPDK0015,Anthony Lagoon,Paddock,40483.4,1.4154594724267031
2339,2014-08-15,East Railway,20502.6330082982,ANTPDK0016,Anthony Lagoon,Paddock,13992.77,1.4652304731870958
2340,2014-08-15,A,5859.83997792001,EVAPDK0001,Eva Downs,NA,NA,NA
2342,2014-08-15,Bluebush,51084.3501975866,EVAPDK0004,Eva Downs,NA,NA,NA
2343,2014-08-15,Boomerang,19491.693477707,EVAPDK0074,Eva Downs,NA,NA,NA
2344,2014-08-15,Bradys,20090.3036780335,EVAPDK0075,Eva Downs,NA,NA,NA
2345,2014-08-15,Broad Creek,8072.3530877171,EVAPDK0005,Eva Downs,NA,NA,NA
2347,2014-08-15,C,149.126913263824,EVAPDK0007,Eva Downs,NA,NA,NA
2348,2014-08-15,Calys,105.421360372006,EVAPDK0008,Eva Downs,NA,NA,NA
2349,2014-08-15,Chambers,33979.7646757305,EVAPDK0010,Eva Downs,NA,NA,NA
2350,2014-08-15,Claytons,11690.8084859976,EVAPDK0012,Eva Downs,NA,NA,NA
2351,2014-08-15,Creek,3530.98437789511,EVAPDK0014,Eva Downs,NA,NA,NA
2353,2014-08-15,E,25036.0480451457,EVAPDK0018,Eva Downs,NA,NA,NA
2354,2014-08-15,Edens,3006.14215196972,EVAPDK0020,Eva Downs,NA,NA,NA
2355,2014-08-15,Fathers,31644.4268447652,EVAPDK0027,Eva Downs,NA,NA,NA
2357,2014-08-15,G,73686.8731149904,EVAPDK0029,Eva Downs,NA,NA,NA
2358,2014-08-15,Grandfathers,6318.9110140281,EVAPDK0030,Eva Downs,NA,NA,NA
2359,2014-08-15,Hut,948.629293557521,EVAPDK0036,Eva Downs,NA,NA,NA
2360,2014-08-15,L,63068.8895889668,EVAPDK0038,Eva Downs,NA,NA,NA
2362,2014-08-15,No 35,6260.05129436893,ANTPDK0051,Anthony Lagoon,Paddock,7200.66,0.8693718762403627
2363,2014-08-15,Nobles,20354.3195331701,ANTPDK0065,Anthony Lagoon,Paddock,25323.51,0.8037716546075209
2367,2014-08-15,Peters,16325.4556809405,ANTPDK0066,Anthony Lagoon,Paddock,9031.4,1.8076328898000864
2369,2014-08-15,R & D 1,675.005708976727,EVAPDK0047,Eva Downs,NA,NA,NA
2370,2014-08-15,R & D 2,6378.59716748873,EVAPDK0048,Eva Downs,NA,NA,NA
2371,2014-08-15,R & D 3,12885.4979470679,EVAPDK0049,Eva Downs,NA,NA,NA
2372,2014-08-15,R & D 5,287.618538984865,EVAPDK0052,Eva Downs,NA,NA,NA
2373,2014-08-15,R & D 6,10495.2886094047,EVAPDK0054,Eva Downs,NA,NA,NA
2374,2014-08-15,R & D 7,20989.2739324314,EVAPDK0055,Eva Downs,NA,NA,NA
2375,2014-08-15,R & D 8,1848.58773573444,EVAPDK0056,Eva Downs,NA,NA,NA
2377,2014-08-15,Stock Route,9009.55365625202,EVAPDK0064,Eva Downs,NA,NA,NA
2378,2014-08-15,Surveyor,29695.049785149,EVAPDK0065,Eva Downs,NA,NA,NA
2380,2014-08-15,Tims,324.337041162012,EVAPDK0070,Eva Downs,NA,NA,NA
2383,2014-08-15,West Shannon,8434.96077845218,ANTPDK0075,Anthony Lagoon,Paddock,43891.06,0.19217947295991894
2384,2014-08-15,Frostys,55646.486999757,ANTPDK0018,Anthony Lagoon,Paddock,18295.28,3.0415761332844866
2385,2014-08-15,Kings,2022.19838479826,ANTPDK0080,Anthony Lagoon,Paddock,2529.63,0.7994048081333079
2386,2014-08-15,Little Shipper,3549.19510591196,ANTPDK0024,Anthony Lagoon,Paddock,474.32,7.482701774987266
2387,2014-08-15,No 1,18969.2469342653,ANTPDK0028,Anthony Lagoon,Paddock,11151.21,1.7010931490183845
2390,2014-08-15,No 19,37831.4523230002,ANTPDK0041,Anthony Lagoon,Paddock,20130.12,1.8793455937172856
2391,2014-08-15,No 2,10646.7476158887,ANTPDK0042,Anthony Lagoon,Paddock,23531.66,0.4524435426947653
2392,2014-08-15,No 20,1766.81304544687,ANTPDK0043,Anthony Lagoon,Paddock,6070.75,0.29103702927099123
2396,2014-08-15,No 4,17168.4943907929,ANTPDK0057,Anthony Lagoon,Paddock,10884.79,1.5772922023110139
2397,2014-08-15,No 5,1316.23734853898,ANTPDK0058,Anthony Lagoon,Paddock,13825.2,0.09520566418850938
2398,2014-08-15,No 6,32223.0368921319,ANTPDK0059,Anthony Lagoon,Paddock,28806.97,1.1185847346017959
2403,2014-08-15,North Pettys,17167.0503780873,ANTPDK0083,Anthony Lagoon,Paddock,16605.25,1.0338326961706268
2404,2014-08-15,Pickerings,105375.822609839,ANTPDK0081,Anthony Lagoon,Paddock,32303.34,3.2620720522967286
2405,2014-08-15,Princes,26438.35226505,ANTPDK0068,Anthony Lagoon,Paddock,1486.47,17.785997877555552
2406,2014-08-15,Rushalong,25039.3717249418,ANTPDK0069,Anthony Lagoon,Paddock,21220.97,1.179935305734931
2407,2014-08-15,Sinkhole,6674.56379697089,ANTPDK0082,Anthony Lagoon,Paddock,22340.6,0.2987638558038231
2409,2014-08-15,South Pettys,15433.6275522148,ANTPDK0084,Anthony Lagoon,Paddock,14197.49,1.0870673303671847
2410,2014-08-15,Tarrabool,137218.646950659,ANTPDK0071,Anthony Lagoon,Paddock,85027.24,1.6138198411551286
2411,2014-08-15,West Bluebush,22489.0991862093,ANTPDK0073,Anthony Lagoon,Paddock,23525.72,0.9559367018824205
2412,2014-08-15,West Railway,12710.0556280512,ANTPDK0074,Anthony Lagoon,Paddock,29271.13,0.434218140128215
2414,2014-09-15,Adder,31363.8984413887,ANTPDK0001,Anthony Lagoon,Paddock,17246.19,1.8185986841956805
2415,2014-09-15,Aerodrome,689.145567612396,ANTPDK0002,Anthony Lagoon,Paddock,3146.26,0.21903643297515016
2426,2014-09-15,Big Shipper,7654.01417430606,ANTPDK0004,Anthony Lagoon,Paddock,1846.64,4.144832871759553
2427,2014-09-15,Boundary,6116.56776454986,ANTPDK0005,Anthony Lagoon,Paddock,11440.34,0.5346491244621978
2428,2014-09-15,Channel,32314.0093740933,ANTPDK0006,Anthony Lagoon,Paddock,9834.45,3.285797311907966
2429,2014-09-15,Cols,12943.5876160528,ANTPDK0007,Anthony Lagoon,Paddock,5554.34,2.330355652706316
2430,2014-09-15,Coulthards,9071.59384364619,ANTPDK0010,Anthony Lagoon,Paddock,19814.2,0.4578329603842794
2431,2014-09-15,Dobbos,61.9050688551372,ANTPDK0013,Anthony Lagoon,Paddock,490.68,0.12616179354189533
2432,2014-09-15,East Bluebush,55525.5109377988,ANTPDK0015,Anthony Lagoon,Paddock,40483.4,1.3715624413413596
2433,2014-09-15,East Railway,26524.2663976964,ANTPDK0016,Anthony Lagoon,Paddock,13992.77,1.8955693831669067
2434,2014-09-15,A,5675.4852164568,EVAPDK0001,Eva Downs,NA,NA,NA
2436,2014-09-15,Bluebush,34361.9103668116,EVAPDK0004,Eva Downs,NA,NA,NA
2437,2014-09-15,Boomerang,41255.8179477759,EVAPDK0074,Eva Downs,NA,NA,NA
2438,2014-09-15,Bradys,19526.6420223839,EVAPDK0075,Eva Downs,NA,NA,NA
2439,2014-09-15,Broad Creek,7547.81289130993,EVAPDK0005,Eva Downs,NA,NA,NA
2441,2014-09-15,C,146.276307742972,EVAPDK0007,Eva Downs,NA,NA,NA
2442,2014-09-15,Calys,69.145954769615,EVAPDK0008,Eva Downs,NA,NA,NA
2443,2014-09-15,Chambers,33489.6438390353,EVAPDK0010,Eva Downs,NA,NA,NA
2444,2014-09-15,Claytons,31549.5289009767,EVAPDK0012,Eva Downs,NA,NA,NA
2445,2014-09-15,Creek,3436.56851115696,EVAPDK0014,Eva Downs,NA,NA,NA
2447,2014-09-15,E,40585.9875615083,EVAPDK0018,Eva Downs,NA,NA,NA
2448,2014-09-15,Edens,2901.18702430622,EVAPDK0020,Eva Downs,NA,NA,NA
2449,2014-09-15,Fathers,29422.6052407272,EVAPDK0027,Eva Downs,NA,NA,NA
2451,2014-09-15,G,40421.127104147,EVAPDK0029,Eva Downs,NA,NA,NA
2452,2014-09-15,Grandfathers,13737.3861353542,EVAPDK0030,Eva Downs,NA,NA,NA
2453,2014-09-15,Hut,789.662708349909,EVAPDK0036,Eva Downs,NA,NA,NA
2454,2014-09-15,L,74650.2957017596,EVAPDK0038,Eva Downs,NA,NA,NA
2456,2014-09-15,No 35,6437.07482238888,ANTPDK0051,Anthony Lagoon,Paddock,7200.66,0.8939562237890527
2457,2014-09-15,Nobles,20756.8177638646,ANTPDK0065,Anthony Lagoon,Paddock,25323.51,0.8196659058663117
2461,2014-09-15,Peters,16409.1523698194,ANTPDK0066,Anthony Lagoon,Paddock,9031.4,1.816900189319419
2463,2014-09-15,R & D 1,655.163951668511,EVAPDK0047,Eva Downs,NA,NA,NA
2464,2014-09-15,R & D 2,5268.72155097207,EVAPDK0048,Eva Downs,NA,NA,NA
2465,2014-09-15,R & D 3,11915.8579915853,EVAPDK0049,Eva Downs,NA,NA,NA
2466,2014-09-15,R & D 5,206.357635150269,EVAPDK0052,Eva Downs,NA,NA,NA
2467,2014-09-15,R & D 6,10368.7509037037,EVAPDK0054,Eva Downs,NA,NA,NA
2468,2014-09-15,R & D 7,21585.7453417335,EVAPDK0055,Eva Downs,NA,NA,NA
2469,2014-09-15,R & D 8,1826.0006039361,EVAPDK0056,Eva Downs,NA,NA,NA
2471,2014-09-15,Stock Route,5779.20788982329,EVAPDK0064,Eva Downs,NA,NA,NA
2472,2014-09-15,Surveyor,28870.0116638243,EVAPDK0065,Eva Downs,NA,NA,NA
2474,2014-09-15,Tims,309.219742380785,EVAPDK0070,Eva Downs,NA,NA,NA
2477,2014-09-15,West Shannon,5578.01269764818,ANTPDK0075,Anthony Lagoon,Paddock,43891.06,0.12708767338150823
2478,2014-09-15,Frostys,16193.3601263425,ANTPDK0018,Anthony Lagoon,Paddock,18295.28,0.885111358030186
2479,2014-09-15,Kings,3261.09729301346,ANTPDK0080,Anthony Lagoon,Paddock,2529.63,1.2891597953113538
2480,2014-09-15,Little Shipper,1523.39361872858,ANTPDK0024,Anthony Lagoon,Paddock,474.32,3.211742323175451
2481,2014-09-15,No 1,16508.4666013978,ANTPDK0028,Anthony Lagoon,Paddock,11151.21,1.4804193088819777
2484,2014-09-15,No 19,35758.6215095629,ANTPDK0041,Anthony Lagoon,Paddock,20130.12,1.776373986323127
2485,2014-09-15,No 2,16306.7192626622,ANTPDK0042,Anthony Lagoon,Paddock,23531.66,0.6929693554412311
2486,2014-09-15,No 20,1763.00577600563,ANTPDK0043,Anthony Lagoon,Paddock,6070.75,0.29040987950510727
2490,2014-09-15,No 4,20481.0804166833,ANTPDK0057,Anthony Lagoon,Paddock,10884.79,1.8816238454470227
2491,2014-09-15,No 5,858.323735681116,ANTPDK0058,Anthony Lagoon,Paddock,13825.2,0.06208400136570291
2492,2014-09-15,No 6,33518.6250236523,ANTPDK0059,Anthony Lagoon,Paddock,28806.97,1.1635595490831663
2497,2014-09-15,North Pettys,12153.4799563215,ANTPDK0083,Anthony Lagoon,Paddock,16605.25,0.7319058705121272
2498,2014-09-15,Pickerings,103245.763912651,ANTPDK0081,Anthony Lagoon,Paddock,32303.34,3.196132781088612
2499,2014-09-15,Princes,4521.38257381591,ANTPDK0068,Anthony Lagoon,Paddock,1486.47,3.0416911029593
2500,2014-09-15,Rushalong,28355.162190103,ANTPDK0069,Anthony Lagoon,Paddock,21220.97,1.3361859608728064
2501,2014-09-15,Sinkhole,5861.52065930331,ANTPDK0082,Anthony Lagoon,Paddock,22340.6,0.2623707805208146
2503,2014-09-15,South Pettys,17097.2486051355,ANTPDK0084,Anthony Lagoon,Paddock,14197.49,1.2042444548392357
2504,2014-09-15,Tarrabool,159449.712661393,ANTPDK0071,Anthony Lagoon,Paddock,85027.24,1.8752780010428773
2505,2014-09-15,West Bluebush,22512.5100011382,ANTPDK0073,Anthony Lagoon,Paddock,23525.72,0.9569318176505628
2506,2014-09-15,West Railway,20513.2715284283,ANTPDK0074,Anthony Lagoon,Paddock,29271.13,0.7008021736239188
2508,2014-10-15,Adder,44463.3047031805,ANTPDK0001,Anthony Lagoon,Paddock,17246.19,2.5781523167250566
2509,2014-10-15,Aerodrome,591.284298080154,ANTPDK0002,Anthony Lagoon,Paddock,3146.26,0.1879324334543725
2520,2014-10-15,Big Shipper,6309.01360180502,ANTPDK0004,Anthony Lagoon,Paddock,1846.64,3.4164826938683337
2521,2014-10-15,Boundary,6290.43428868719,ANTPDK0005,Anthony Lagoon,Paddock,11440.34,0.5498467955224399
2522,2014-10-15,Channel,30952.1792111754,ANTPDK0006,Anthony Lagoon,Paddock,9834.45,3.1473218340807465
2523,2014-10-15,Cols,12164.5381447946,ANTPDK0007,Anthony Lagoon,Paddock,5554.34,2.190096059080755
